Year,Category,Film,Name,NomineeIds,winner,productora,distribuidor_1,distribuidor_2,distribuidor_3,distribuidor_4,distribuidor_5
2023,PRODUCTION DESIGN,Barbie,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,"nm0339391,nm0818005",0.0,"Warner Bros., Heyday Films, LuckyChap, NBGG Pictures, Mattel Films, Canadian Film or Video Production Tax Credit (CPTC)",cinemundo,hkc entertainment,kinomania,tme films,"tanweer alliances, the filmbridge, warner bros pictures germany, warner bros pictures mexico, warner bros pictures, warner bros pictures, warner bros pictures, warner bros pictures, warner bros pictures, warner bros pictures, warner bros singapore, warner bros, warner bros, warner bros, warner bros, warner bros, warner bros, amazon instant video, google play, hbo 2, hbo max, magentatv, maxdome store, maxdome, rakuten tv, sky cinema family, sky cinema highlights, sky cinema premiere, sky cinema premieren +24, sky cinema premieren, sky cinema transformers, sky cinema, sky go, sky store, videoload, wow, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, warner bros home entertainment, youtube filme & tv, itunes"
2023,PRODUCTION DESIGN,Killers of the Flower Moon,Production Design: Jack Fisk; Set Decoration: Adam Willis,"nm0279926,nm1853964",0.0,"Apple Studios, Imperative Entertainment, Sikelia Productions, Appian Way",paramount,gem entertainment,01 distribution,b&h film distribution,"feelgood entertainment, hkc entertainment, nos audiovisuais, paramount pictures australia, paramount pictures france, paramount pictures germany, paramount pictures international, paramount pictures spain, paramount pictures uk, paramount pictures, paramount pictures, paramount pictures, paramount pictures, the filmbridge, united international pictures (uip), united international pictures, universal pictures international (upi), amazon instant video, apple tv+, apple tv+, magentatv, maxdome store, maxdome, rakuten tv, sky store, videoload, youtube filme & tv, itunes"
2023,PRODUCTION DESIGN,Napoleon,Production Design: Arthur Max; Set Decoration: Elli Griff,"nm0561480,nm0341066",0.0,"Apple Studios, Moving Picture Company, Scott Free Productions",columbia pictures,sony pictures releasing,b&h film distribution,columbia pictures,"feelgood entertainment, hkc entertainment, sf film finland, sf studios, sony pictures espaã±a, sony pictures filmverleih, sony pictures releasing argentina, sony pictures releasing international (spri), sony pictures releasing international, sony pictures releasing italia, sony pictures releasing mexico, sony pictures releasing, sony pictures releasing, sony pictures releasing, sony pictures releasing, tme films, united international pictures, universal pictures international (upi), apple tv+"
2023,PRODUCTION DESIGN,Oppenheimer,Production Design: Ruth De Jong; Set Decoration: Claire Kaufman,"nm1968338,nm0442114",0.0,"Universal Pictures, Atlas Entertainment, Gadget Films, Syncopy",universal,bitters end,cinemundo,finnkino,"tanweer alliances, united international pictures (uip), united international pictures, universal pictures argentina, universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), amazon prime video, apple tv+, peacock, sf film finland, sf film finland, sf film finland, studio distribution services (sds), studio distribution services (sds), studio distribution services (sds), universal pictures home entertainment (uphe), universal pictures home entertainment (uphe), universal pictures home entertainment (uphe), universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal sony pictures home entertainment, universal sony pictures home entertainment, universal sony pictures home entertainment"
2023,PRODUCTION DESIGN,Poor Things,Production Design: James Price and Shona Heath; Set Decoration: Zsuzsa Mihalek,"nm1483016,nm4257419,nm1386368",1.0,"Element Pictures, Film4, Fruit Tree, Hungarian Tax Credit, Searchlight Pictures, TSG Entertainment",searchlight pictures,walt disney studios motion pictures,feelgood entertainment,forum hungary,"nos audiovisuais, press play pictures, searchlight pictures, walt disney company france, walt disney studios motion pictures argentina, walt disney studios motion pictures germany, walt disney studios motion pictures international, walt disney studios motion pictures, amazon prime video, apple tv+, hulu, sony pictures home entertainment, sony pictures home entertainment, the walt disney company iberia"
2023,SHORT FILM (Animated),Letter to a Pig,Tal Kantor and Amit R. Gicelter,"nm7722734,nm1206834",0.0,"Centre national du cinÃ©ma et de l'image animÃ©e, Miyu Productions, The Hive Studio",arte mediathek,arte mediathek,arte,arte,"miyu distribution, the animation showcase"
2023,SHORT FILM (Animated),Ninety-Five Senses,Jerusha Hess and Jared Hess,"nm1415801,nm0381478",0.0,"MAST Salt Lake Film Society, V42 Fund",documentary plus+,documentary+,,,
2023,SHORT FILM (Animated),Our Uniform,Yegane Moghaddam,nm10057416,0.0,0,0,,,,
2023,SHORT FILM (Animated),Pachyderme,Stéphanie Clément and Marc Rius,"nm13730667,nm12877825",0.0,"Folimage, TNZPV Productions",miyu distribution,,,,
2023,SHORT FILM (Animated),WAR IS OVER! Inspired by the Music of John & Yoko,Dave Mullins and Brad Booker,"nm0612391,nm0095374",1.0,"ElectroLeague, Lenono Music, Weta FX",the animation showcase,,,,
2023,SHORT FILM (Live Action),The After,Misan Harriman and Nicky Bentham,"nm12325486,nm1726830",0.0,"Neon Films, Yoruba Saxon Productions",netflix,,,,
2023,SHORT FILM (Live Action),Invincible,Vincent René-Lortie and Samuel Caron,"nm6118227,nm9108328",0.0,"TÃ©lescope Films, Small Victory Productions, Mad Delusion",h264 distribution,arte mediathek,arte mediathek,arte,"arte, h264 distribution"
2023,SHORT FILM (Live Action),Knight of Fortune,Lasse Lyskjær Noer and Christian Norlyk,"nm10210418,nm10210414",0.0,"Jalabert Production, M&M Productions",the new yorker studios,,,,
2023,SHORT FILM (Live Action),"Red, White and Blue",Nazrin Choudhury and Sara McFarlane,"nm1135653,nm10626793",0.0,0,0,,,,
2023,SHORT FILM (Live Action),The Wonderful Story of Henry Sugar,Wes Anderson and Steven Rales,"nm0027572,nm2262509",1.0,"American Empirical Pictures, Indian Paintbrush, Netflix Studios, Netflix",netflix,,,,
2023,SOUND,The Creator,"Ian Voigt, Erik Aadahl, Ethan Van der Ryn, Tom Ozanich and Dean Zupancic","nm0901189,nm0007321,nm0886399,nm0654696,nm0958711",0.0,"20th Century Studios, New Regency Productions, Entertainment One",20th century studios,disney+,hulu,20th century studios,"cineforum, feelgood entertainment, forum hungary, hkc entertainment, kinomania, nos audiovisuais, the walt disney company iberia, walt disney studios motion pictures argentina, walt disney studios motion pictures finland, walt disney studios motion pictures germany, walt disney studios motion pictures japan, walt disney studios motion pictures mexico, walt disney studios motion pictures norway, walt disney studios motion pictures, walt disney studios motion pictures, walt disney studios motion pictures, walt disney studios motion pictures, walt disney studios motion pictures, italia, walt disney studios home entertainment, walt disney studios home entertainment, walt disney studios home entertainment"
2023,SOUND,Maestro,"Steven A. Morrow, Richard King, Jason Ruder, Tom Ozanich and Dean Zupancic","nm0607551,nm0455185,nm1720819,nm0654696,nm0958711",0.0,"Sikelia Productions, Amblin Entertainment, Lea Pictures, Fred Berner Films, Netflix",24 bilder filmagentur,altitude film entertainment,ascot elite entertainment group,maco,"nos audiovisuais, netflix, o2 play, pimienta films, the film group, netflix, netflix"
2023,SOUND,Mission: Impossible - Dead Reckoning Part One,"Chris Munro, James H. Mather, Chris Burdon and Mark Taylor","nm0613101,nm0558450,nm0121006,nm0852837",0.0,"Paramount Pictures, Skydance Media, TC Productions, C2 Motion Picture Group",paramount,paramount pictures uk,paramount,paramount,"b&h film distribution, constantin film, feelgood entertainment, hkc entertainment, nos audiovisuais, paramount pictures france, paramount pictures germany, paramount pictures international, paramount pictures spain, paramount pictures, sabay mvp, united international pictures (uip), united international pictures (uip), united international pictures, universal pictures international (upi), warner bros pictures, 10 peach, amazon prime video, apple tv+, mgm+, monomax, network 10, paramount home entertainment, paramount home entertainment, paramount home entertainment, paramount home entertainment, paramount home entertainment, paramount home entertainment, paramount+"
2023,SOUND,Oppenheimer,"Willie Burton, Richard King, Gary A. Rizzo and Kevin O'Connell","nm0123770,nm0455185,nm0729886,nm0640114",0.0,"Universal Pictures, Atlas Entertainment, Gadget Films, Syncopy",universal,bitters end,cinemundo,finnkino,"tanweer alliances, united international pictures (uip), united international pictures, universal pictures argentina, universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), universal pictures international (upi), amazon prime video, apple tv+, peacock, sf film finland, sf film finland, sf film finland, studio distribution services (sds), studio distribution services (sds), studio distribution services (sds), universal pictures home entertainment (uphe), universal pictures home entertainment (uphe), universal pictures home entertainment (uphe), universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal pictures home entertainment, universal sony pictures home entertainment, universal sony pictures home entertainment, universal sony pictures home entertainment"
2023,SOUND,The Zone of Interest,Tarn Willers and Johnnie Burn,"nm1353680,nm1908855",1.0,"A24, Access Entertainment, Film4, JW Films, Extreme Emotions, House Productions, Polski Instytut Sztuki Filmowej, Silesian Film Fund",a24,a24,bac films,cinã©art,"cinã©art, diamond films, diamond films, diamond films, elã¡stica films, empire entertainment, filmcoopi zã¼rich, gutek film, leonine distribution, madman entertainment, madman films, sf film finland, spentzos films, alambique filmes, amazon prime video, apple tv+, bad unicorn, blaq out, blaq out, blaq out, cinemax, falcon pictures, hbo max, impact films, klikfilm, leonine distribution, leonine distribution, leonine distribution, mubi, madman entertainment, madman entertainment, max, wanda visiã³n"
2023,VISUAL EFFECTS,The Creator,"Jay Cooper, Ian Comley, Andrew Roberts and Neil Corbould","nm0178134,nm2026173,nm1209102,nm0179273",0.0,"20th Century Studios, New Regency Productions, Entertainment One",20th century studios,disney+,hulu,20th century studios,"cineforum, feelgood entertainment, forum hungary, hkc entertainment, kinomania, nos audiovisuais, the walt disney company iberia, walt disney studios motion pictures argentina, walt disney studios motion pictures finland, walt disney studios motion pictures germany, walt disney studios motion pictures japan, walt disney studios motion pictures mexico, walt disney studios motion pictures norway, walt disney studios motion pictures, walt disney studios motion pictures, walt disney studios motion pictures, walt disney studios motion pictures, walt disney studios motion pictures, italia, walt disney studios home entertainment, walt disney studios home entertainment, walt disney studios home entertainment"
